text,final
bro you are well vaccinated and i can assure your cross vaccination is fat better than single shots from a single vaccine,2
the one sha wan make the whole world no say ee don take vaccinewe have heard madam,0
covid vaccination has been on the news for many months now noticeably among those that can hear feel and see it what about those that dont have these abilities who,0
if my daughters were to ask me what is happening with the vaccine i would have to tell them that richer western nations are acting like ostriches burying their heads in the sand via,1
cold bath were really helpful i also took paracetamol paracetamol based analgesics are advised in the astrazeneca vaccine leaflet if pain or fever are troublesome i felt a lot better about hours after the vaccination and now about hours later i feel great,2
what then was the whole point of getting the vaccine cause everyone was made to feel like getting the vaccine was the key to returning to a normal life and getting rid of the mask and they wouldnt have to worry if the person next to them is vaccinated or not,1
we need to get vaccines to all countries because most people could be affected the us must support sharing and manufacturing to help the world meet vaccination by mid,2
got my first dose of the vaccine today,2
leave vaccine god bless whosoever that invented bole fish and stew combo _,1
this debate over wearing gloves for vaccination is getting interesting,0
got my second dose of covid vaccine this morning and the hunger wey dey hit me since then no be joke,1
im saying you dont have to take it unless you have a viral infection also there is no evidence that it is effective against covid it is not a vaccine,1
for the new rules stipulate that passengers should have received two doses of a vaccine approved by uae authorities,0
are you taking the vaccine,0
while janssen vaccine needs to be stored at degrees which may prove challenging in some environments it can be kept for three months at �c and it has a long shelf life of two years,0
the difference between this and any other vaccine is that this vaccine is not fda approved it isnt regarded as a vaccine it is seen as an experimental shot vaccines take years of several trials before being released to the public so the longterm effects are known,1
sensitization on covid vaccine safety and effectiveness at tsangayar gwani dan zarga in kano,2
it depends on the one you are taking johnson and johnson is once astrazeneca is weeks pfizer is weeks mordena is weeks,0
same vaccine brought into our country,0
those may be blessings it will allow the vaccine go round,2
audition for a role in vaccine propaganda this way,0
update this covid vaccine thread my g,0
so it appears the covid vaccine doesnt stop you from getting it again,1
covid vaccine made my peroid really heavy and with extra days the supplement has normalized it the relief ehen,1
why does it feel like the covid vaccine itself gives covid i mean the second dose should not knock me out as bad as the first right,1
vaccine maker ceo says the world will have to live with covid forever,0
only those who fit into phase one of the covid vaccination exercise in lagos state will be attended to at the approved sites from monday the government has said read more,0
brian pinker first in world to get oxfordastrazeneca covid vaccine,0
happy new year doc abeg make una waybill me covid vaccine na,0
vaccination rolled out in begin with frontline health workers the state chairman taskforce committee on covid and also the commissioner of health vaccinated,0
no vaccination issues today,0
fear of needles is covid vaccine available in tablets because,0
lmaoo astrazeneca better be the name of the bodybuilder beside you cus,0
each time something goes wrong when travel for continental the blame is shifted to caf who have spelt out rules if the hosts decide to modify entries requirements for visitors what we need to ask is why didnt the visitors do what was required which is vaccination,0
it is not surprising as vaccination do not totally prevent infection it makes it less severe you never can tell with this pandemic but humanity must learn to live with it like any other disease,1
the nhs has lost my vaccine record so its been extra hell even though ive tried multiple times to get it fixed and nothing has been done thanks nhs,0
it wont survive for long true america should help the world to discourage it vaccine passport to me is not rational,0
serious banner ma they never imagined an african will be among the people that would make the vaccine how i wish africa can get her acts together and form a formidable force that would be reckoned with,0
covid vaccines are approved for use by who and other regulatory agencies worldwide in nigeria nafdac will certify any covid vaccine before it is used,2
meaning presidential candidate no longer in denial of covid,0
i thought we were told that nafdac will check the veracity of the vaccine nigerians will use has this been done,0
what you need to know about covid vaccine getting vaccinated against covid can lower your risk of getting and spreading the virus that causes covid vaccines can also help prevent serious illness and death,2
covid vaccine buhari osinbajo to receive first dose on live television president muhammadu buhari vicepresident yemi osinbajo and other prominent nigerians will be among the first set to receive the oxfordastrazeneca covid vaccine to arrive nigeria on tuesday,0
if being broke is covid i need vaccine days to my birthday nd apr_ we celebrating it with an emotional vibe titled ghetto sermon port harcourt,0
shebi e don drop prophecy about variations of vaccine and e no see the covid before e enter nigeria o soothsayer wey no fit predict sportsbets,0
make una check that vaccine well ooo,1
active opposition to minor inconveniences such as wearing of masks ie not just refusing to order mask mandates but actually banning them probably undercuts the protection that vaccination offers,2
kaduna new year event go make sense die our dear health workers to be honored vendors and foods artistes performances free covid testing and vaccination fireworks display and countdown and lots more more details in flyer,2
administration of the nd dose of the oxfordastrazeneca covid vaccine has since commenced across the country as at yesterday nd june more than nigerians have received their nd dose of the vaccine this morning i was fortunate to receive my nd dose,2
this is the data for deaths notice new york which mandated masks lockdowns and vaccine tops the list,0
how effective is this covid vaccine,0
exactly it creates a lot of skepticism and leaves so many unanswered questions i support vaccination but in the case of covid people taking shots and still falling sick we have to ask questions did the pharma companies capitalize on the covid hysteria,1
pls guys follow for information on covid vaccinethanks,2
photos monitoring of phase covid vaccination exercise at oworo phc kosofe lg on tuesday february th,0
the national agency for food and drug administration control nafdac has decreed that the covid vaccination should not be stopped via,0
covid vaccination update for st april in states + the fct hows your state performing,0
on s plan to spend n billion on pfizer covid vaccine by francis u ebuara the essay below was my email to a professor of immunology who sorted to know my position on the possibility of sarscov reinfection in humans a thread,0
before the virtual indian governors conference on covid vaccination i sent a letter to via requesting him to ensure that theres vulnerable citizens inclusion in distributing covid vaccine the letter was acknowledge by,2
join us tomorrow on nta as our ed anchors the conversation on vaccine individual responsibility dont miss it it promises to be an enlightening session,0
for how long can african countries depend on rich western nations to fund vaccination on the continent this has to change and people power is the way,0
breaking fg postpones commencement of second phase of covid vaccination,0
vaccine dose completed today alhamdulilahi no joint pain no dizziness no hunger no any side effects please go and take yours to protect yourself and those around you,2
what would you like to have for dinner whatsapp we deliver within abuja daddy freeze tayo the flag president buhari timo astrazeneca covid fearless dantata piers morgan james brown biyi,0
between pfizer and moderna which one is safe for my health whos strategic advisory group of experts sage has concluded that the pfizer vaccine is safe to be used for those aged and above and the moderna vaccine can be used for those aged and above,0
lols not necessarily covid vaccine polio tuberculosis and measles,0
generations to come will wonder why we sat back and allowed the government to force a vaccine still in trial upon us all,1
myths and truth about the covid vaccine i can get covid from the covid vaccine not true ive already had covid so i dont need to get a vaccine not true the covid vaccine will change my dna not true,2
other eligible population as vaccines become available the covid vaccination campaign will take place at the following designated health facilities in mushin palm avenue phc omodigbo mushin kajola phc odiolowo lcda and lagos university teaching hospital,0
blatantly calling people that have skepticism against covid vaccines anti vaxxers is very dishonest to me or even people that are against vaccine passports like theres so much middle ground in the conversation,1
ceo moderna deleted his twitter account and dumped his stocks whats he hiding,0
the ngf chairman stated that partnership is essential and he looks forward to more efforts in not just vaccine deployment but also on vaccine manufacturing,2
after this second dose of covid vaccine hope mr president will not use nose mask again,0
my head wants to explode my back feels like it shouldnt be a part of my body all side effects of the vaccine because im a damn warrior,1
of covid vaccination exercise in community pharmacies by the nphcda,0
our director was on the show to educate ondo state people on vaccine and tracking government spending on covid thank you,0
palliative no reach us but now you wan make vaccine reach all of us abeg they should hide their vaccine the same way they hide palliatives,1
please where can i get covid vaccine around sango ui axis thank you,0
sa is expecting their own vaccine end of february ours is end of january shey we are here waiting when we are ready we will invest more in agbo and herbs people that we cant trust with indomie and spaghetti walahi i cant trust them with vaccine,1
i think theres something absolutely wrong with africa the west are opening up but we are still on enforcing covid vaccination,1
of all the medical practitioners in enugu state na indian man give this local madam covid vaccine,0
yes a person close to years can but a nursing mother ll wait till she is done before she takes the vaccine,0
usmanu danfodiyo university sokoto in collaboration with nigeria institute for medical research yaba lagos and national veterinary research institute vom jos virtual national symposium theme resuscitation vaccine research and development in nigeria lesson from covid,0
vaccination ensures you dont die or pass it on to others,2
no doubt global collaboration on covid is working as many countries are rapidly rolling out despite the hesitancy not to worry vaccine hesitancy is not new the unprecedented results that will follow vaccination will no doubt let it down,2
milestone in covid vaccination rollout in bauchi state he governor bala mohd first lady and his deputy recieved their st dose of astrazeneca vaccine the whosc delivered speech on efficacy and safety of the vaccine house banquet hall,0
for the record wuhan and the entire chinese nation recovered from covid without the vaccine the virus promoters enthusiast and sympathizers should get the secret formula from china i hope that is not too much to ask for,0
what are the possible side effect of pfizer vaccine possible side effects pain redness or swelling at the site where the shot was administered andor tiredness headache muscle pain chills fever or nausea throughout the rest of the body,0
the oxford astrazeneca why na the only one wey dey market or why i took any vaccine,0
we are in for a long haul as more variants appear more shots of vaccine god help us,0
come covid vaccine don dey lagos,0
it was a success with my team vaccine storage,2
after nd dose of covid vaccine,2
and now we already know the vaccine is not enough to give us our lives back but thats because someone doesnt want us to have them back,1
the access to medicine foundation in their recent report on how pharmaceutical companies are providing responsible access to antibiotics and antifungals in developing countries used mpharmas ongoing collaboration with pfizer as one of the case studies globally,0
people coming in with new complications of the astrazeneca vaccine kept me up all night interesting times ahead,1
the vaccine held us back hopefully before the end of the year or maybe next year that trip will happen the french academy where serena trains have told us to continue working hard as she might be considered for scholarship when she turns she too young to live in a camp,0
when you see covid vaccine,0
want to take covid vaccine,2
okay when is the vaccine going to be available to the public i mean the masses it is free if not free how much is it going to cost one to have it,0
nd dose done and dusted lagos nigeria,0
we should not be too quick to accept that it is because nigeria is so uniquely bad that its vaccine certificate has been blacklisted by britain check the list of countries whose certificates are recognised by perfidious albion is there any african country there at all,0
so the covid vaccine was brought to my church and guess what no one wants to take,0
in philadelphia a scandal erupts over vaccination startup led by yearold,0
jesus christ is the way truth and the life corona virus will be shattered again and again no vaccine can hold this satanic plagueonly the blood of jesus christ can put an end to itand he said if only thou can believe john jesus is lord forver,0
complete your covid vaccine doses for full protection if you have received your first dose of moderna astrazeneca or pfizer vaccine kindly check due date and go get your second dose for full protection,2
then show him your vaccine passport,0
some of us never receive st dose of the vaccine some are already celebrating taking the second dose and we dey this nigeria togetherand we registered as they asked us to osome people that are my friends are not even in the medical field frontliners oorubbish,1
kwara receives astrazeneca covid vaccines,0
crying daily about getting that vaccine needle poked in me,0
smokers to be given priority in coronavirus vaccination in new jersey,0
i dont like my own body reaction to this vaccine _____,1
it is curious when experts some from nigeria say good quantity of vaccine cannot be produced here of what use is their expertise then,0
if i already had covid and recovered do i still to get covid vaccine you should get a covid vaccine even if you already had covid getting a covid vaccine after you recover from covid infection provides added protection to your immune system,2
who wants to go an a vaccine date with me,0
yaya bello nonexistence of covid and possibly trying to kill people with vaccine i overheard grown up adults supporting him i shudder im suspecting reconciliation btw bros dino and yaya bello because for the first time in a long while they agreed on thing of ignorance,1
you can register your covid vaccination here,0
these are the stages of vaccine development which typically takes years youre telling me all of this was done within a year come on,1
repost from individuals that test positive for should complete their mandatory tenday isolation before receiving the vaccine lagos nigeria,0
initial rollout timeline mar and nafdac to analyze few vials of the vaccines mar vaccination to commence at national hospital abuja for frontline health workers mar strategic leaders to get vaccinated at three sites,0
decided to go vaccine hunting today after three failed attempts at two health centers and one hospital i eventually got my shot of astrazeneca goodness at a police station,2
see what vaccine has course,1
as far as im concerned this is bigger than the covid vaccine,1
people with vaccine breakthrough infections can spread covid to others however fully vaccinated people with a breakthrough infection are less likely to have serious illness with covid than those who are unvaccinated,2
when this vaccine arrives nigeria all front line healthcare workers should be the first to get the shot the case of doctors and nurses at uch is really saddening,0
the real vaccine is now premiering on youtube the one they gave you is fake see the link on my bio jos nigeria,1
lmao dfkm wai a true leader hes off to save himself you wey dey hail him has he gotten the vaccine for you,0
the astrazeneca oxford covid vaccine is safe and effective on me i took the first dose yesterday and i feel fine and even stronger,2
dont take the vaccine if you are under,0
he also highlighted the recent happenings in those areas with particular attention to two headlines the belgian agency boots rwandan food and drug authority and the world health organisation plans for vaccine production in africa,0
can mnk facilitate the prompt vaccination of ndigbo i mean we are israelites too nau,2
adding that the vaccine offers hope for a safe country free of coronavirus,0
ok great last question do you think people should be given the option of being tested for natural immunity pros and cons clearly stated as opposed to a blanket vaccination exercise one that could restrict their freedom and access to normal social living,0
theres a lot about this vaccine were not being told in the open all we know is that we need the vaccine heres for your objective perusal,1
covid astrazeneca st jab done,2
why guys dey quickly shout conspiracy theory within bordering to read through the subject matter ubi is part of new world order targets youve already seen them do the population reduction thing with covid just as they pushed universal vaccination and chip implantation too,1
yeslater got fever but it was supressed by paracetamolso ill advise that you take paracetamol immediately after the vaccine,0
sir your apologies is not even needed because covid vaccination is voluntary take it or leave it na you sabi sir,0
supportive supervision of covid intensification mass vaccination campaign rek settlement in heipang ward barkin ladi lga,0
the chairman presidential taskforce on covid boss mustapha led other committee members to the nnamdi azikiwe international airport abuja as the first batch of vaccine arrives nigeria today march,0
the priorities of a government begging corporate entities for vaccine,0
please who knows of any private hospital in lagos that gives covid vaccine for a fee astra zeneca precisely,0
oyo state governor seyi makinde the ssg mrs olubamiwo adeosun other government functionaries and frontline health workers on wednesday received the astrazeneca covid vaccine in ibadan the oyo state capital read more on,0
we dont even have the covid vaccine yetsome are already renegading the north is hell bent on holding us back worth mentioning that polio lingered on for so long in nigeria because of the north and their religious and cultural views,0
to whom it may concern stop pronouncing vaccine as fassine,0
must the second dose of mordena vaccine be taken,0
director together with other health officials today received his first jab at the vaccine roll out ceremony in asokoro district hospital by min of state fct are safe and harmless,2
before getting covid vaccine get good night rest experts advise via,0
this is not a vaccine that was gotten with their money fa the bought this thing with our money ooo if you have a personal medic let them treat you in your corner dont show it to us since this is for us then you should have used the people we trust,0
the and who are holding a joint press conference on the covid vaccine situation now please join and get firsthand information,0
as much as some of this is true theres a lot of work being put into the covid vaccine introduction in nigeria the first wave of vaccination is scheduled to begin with target priority groups in the second week of march,0
can we add vaccine information to the digital national id,0
so can pregnant women take the vaccine abi they should just chill asking for some friends,0
bruh i aint taking any rubbishandnonsense vaccine in this stupid and useless shithole of a country,1
today former governor of oyo state otunba christopher adebayo alaoakala got his astrazenecacovid vaccine,0
administering the vaccine due to certain developments in the process but so far if you look at the statistics you can see that the success rate is very high higher than the unfortunate incidents of people suffering some setbacks from the vaccine on that basis alone,2
photos ondo state governor san and his deputy received the astrazeneca covid vaccine in akure on wednesday march olawale abolade,0
i see a lot gg envy here but i dont blame anyone sometimes i get envious of gg myself nigger is on all billboards like he was tom cruisegg has lost almost kg of premium semo weight fighting for this vaccine why deny him some billboard time,0
months ago budgit with support from started tracking covid fund mgt and vaccine distribution in states delta kaduna sokoto and enugu to ensure effective resource allocation and usage key things you should know from our findings thread,0
emirates group rolls out covid vaccination,0
and the disease transmission to some extent sir there is so many advantages to this vaccine and it is our only hope out of this pandemic,2
where can one get the covid vaccine around marylandikeja gra,0
vaccine there is problem with vaccine which way forward work,1
no you can still spread which means infection is certain however the vaccine protects your body from being adversely affected,2
if i didnt get my second shot of a dose covid vaccine within the recommended time what should i do you should get your second shot as close to the recommended week or week interval as possible however,2
those rejoicing that nigeria is disqualified where did they get that information from how would a normal person rejoice that his her country is disqualified from vaccine allocation some people wake up every morning and pray for evil to befall nigeria,0
got my first jab of the vaccine today its safe and effective fmc jabi abuja,2
while gordons is my vaccine,0
all these pomp and pageantry on top covid vaccine i think theres something fundamentally wrong with us in nigeria and africa as a whole,2
side effects of the vaccine,0
believe me if whats in these two pictures is the only thing not okay with the vaccine then everything is really ok with the vaccine,0
i thought you wanted pfizers,0
have you taken the vaccine,0
who tell you that you are the second in my school almost all the students were vaccinated,2
my problem is saying we all have to get vaccinated i know we cant fully lift lockdown because of fears of new wavesthe vaccines already produced fall short of confidence and if gene mutation after vaccination is largely inconsequential what exactly is the end in sight,0
theres a whole vaccine several vaccines lol,0
boys go run vaccine on private level now,0
first and second vaccinee in person of dr femi oladiji whos the chairman technical committee and dr mrs lambe whos one of the front line health worker at the isolation center vaccination done by the permanent secretary of the ministry of health dr abubakar olayiwola ayinla,0
omo this vaccine did me strong thing had a fever all thru the night and mad body pain,1
who swore for us in the country a company took it upon themselves to pay for nigerias covid vaccine and some people arent happy about it my question is why,0
the vaccine will still be made available just like polio vaccine but it will take a while,2
damn vaccine fever really kicking my ass,1
if the covid vaccine were to become available in cross river state will you take it kindly state your reasons for choice of answer a yes b no c still thinking about it,0
god is heals you are free to take the vaccine,2
very safe uk should increase the rate of vaccination to have a chance to continue the,0
another thing is that the vaccination centers are still not visible to them,0
the science behind this vaccine is not science its religion a cultlike religion,1
the cute boy is back and fully vaccinated go get your vaccine covid vaccine is safe and effective _ lekki ajahlagos state,2
today i was on to discuss vaccination across africa we discussed covax and how african leaders can bridge the caused by,0
meaning no sale of vaccine anywhere,0
the entire thing is a facade to me yes covid is real the virus exists but no it is not as fatal or as deadly as the media desperately try to portray and no the vaccine is not an absolute necessity there is no medical reason why the vaccine should be enforced on all,0
through it all we remain grateful grateful for life for indeed that is the greatest gift grateful for the lessons threats and opportunities alike for through it we were reminded of what truly matters grateful for science through which a vaccine has been discovered,2
yet the covid numbers increase daily and there is no vaccine almost one year after and here you are cleverly sidestepping a clear testimony of a genotype change to bring up covid lets discuss this first then well show you testimonies of covid healings too,0
your kind is rare and may be difficult to get a replacement moderating this vaccination launch was topnotch,0
vaccine weh my mama collect she no fit comot for bed its the weakness and tiredness she deh shout throughout,0
please if you have taken the covid vaccine can you share your aftermath experience how your body reacted to it,0
first shot completed in nigeria,0
israel is not joking fourth covid vaccine dose for those aged years and above,0
covid vaccine is not for everybody fah,1
this afternoon i recieved my first dose of the astrazeneca covid vaccine at kwoi jaba lga of kaduna state,2
he has taken the two jab of vaccine bro,0
my vaccine hand is hurting,1
thanks some tests needs to be carried out and they are expensive vaccine is also needed too,2
another type of covid vaccine is the johnson and johnson vaccine is a vaccine that aims to protect against covid it manufacturer by janssen pharmaceutical companies vaccine type nonreplicating viral vector administration method intramuscular injection,2
gaskiya ba takamaiman magani but uh can control it by using smallpox vaccine antivirals dakuma vaccinia immune globulin vig,0
i took my second vaccine jab today i hope it wont affect me like the first one,2
covid infection the vaccine currently most covid vaccines authorized for use offer protection against severe illness caused by the most common variants with some vaccines like mrna vaccines made by moderna and pfizer and its partner biontech providing a stronger,2
palliative no reach us but you want make vaccine reach us abeg make una divert the vaccine as una divert the palliatives_ pray for nigeria burna heiti,1
free vaccine for nigerians,0
the truth is right to agree to vaccination or not is a part of your fundamental human right eu has a clear guideline to this,0
folks are lowkey getting their covid vaccine in this osogbo please dont hesitate to check at the nearest phc to you,2
no nicki said her cousins friend took the vaccine and it made his balls super big than usual,0
general abdulsalam abubakarformer president of nigeriahe has call nigerlites and indeed nigerians to subject themselves for vaccination of covidhe made this call shortly after been vaccinated for covid,2
the imo state govt today met with the united states ambassadorial team on a covid vaccination in the state gov in his address commended kathleen fitzgibbon us deputy chief of mission and her team for their support in the fight against the deadly pandemic,0
e pain me well well i told my wife to take d vaccine last week she said no i wanted to insist i now let go now im going to tell her not to take it its not even a guarantee u wont get d virus if u take d vaccine,1
yrs no hiv vaccine for cancer research no vaccine ongoing for common cold no vaccine sharp in one year there is vaccine for covidhe said he wont take it,0
a friends mum just passed from covid last night its very painful we are all in pain covid is real the only protection is the vaccine we should not take gods grace for granted god rest the dead and comfort the living,2
who wan bet say na recorded video them go play during the vaccination,0
this vaccine just hit me with a waive of sadness,1
i have registered for vaccination so should you,2
french macron urges us uk to stop blocking covid vaccine exports,0
visit the nearest public health facility for free covid vaccine,2
more serious or longlasting side effects to covid vaccines are possible but extremely rare if you experience difficulty breathing chest pain confusion loss of speech or mobility after your vaccine contact your healthcare provider immediately,2
please i need help i took covid vaccine this morning but this evening as im driving home now im feeling feverish body pain what type of drugs can i take to relieve my body pain please help me abeg,1
how is this rubbish the vaccine nigeria or unicef,1
got my covid vaccine shot today,2
we be taking covid vaccine that day,2
on behalf of my humble self and entire members of bauchi state union of volunteers and temporary health workers across lgas of bauchi state i have receive st dose of astra zenica oxford vaccine covid vaccine today,2
is this pfizer biontech,0
it was an honour to be among the panelist at the just concluded ri presidential conference on rotarianrotaractor collaboration very refreshing session yours sincerely asked the president what rotary is doing to make covid vaccine available and accessible,0
so regardless of the vaccine initially taken one can go and take the pfizer booster dose cc,2
why this chop vaccine make u bellyful na leaders that cant take the frontline,1
dont even mention vaccine at all but you dont believe in everything all along,1
so many of them are vampires cos they took many vaccines within months of their birth thenabi polio injection no b vaccine just asking ni oo,0
say hoarded how many of them put even $m to try develop a vaccine,0
so far they are not the one incharge of the vaccine,0
before we applaud nigeria has been producing some vaccines before now which did they get who certification forcovidyellow fever animal vaccine,0
how did you feel after your first dose of the vaccine cuz my own arm has been rendered useless,1
how do people get to access the vaccine in jos,0
astrazeneca marked on the card sha im not sure,0
an instagram account with the username vaccinationcards sells laminated covid vaccination cards for $ each a user on the encrypted messaging app telegram offers covid vaccine cards certificates for as much as $ apiece via ap,0
youll do better to ask bashir ahmad how they intend to vaccinate m people in months with a vaccine that is yet to be produced in the needed quantity lack of focus,0
to find vaccine for aids i think,0
got my covid vaccine today,2
fyi the astrazeneca covid vaccine is available for free at barau dikko teaching hospital and the public heath department of nigerian army reference hospital youll be observed for minutes after receiving the shot documented and given a vaccination card,0
covid vaccine is just a prevention against the pandemic,2
has announced that it will be welcoming visitors from across the globe irrespective of their vaccination status as of march visitors from south africa will still not be permitted to enter for the time being until further review,0
exactly nigeria must be careful about spending on the vaccine i have also tweeted that research should be carried on the vaccine to know if it triggers underlying illnesses it could be a confirmatory or baseline research but we have to be careful with it,0
welcome speech by the fct minister for the national launch of the covid vaccination program such a thrill to know that no one will be excluded from being protected as a result of this,0
i am taking this vaccine as an experiment and sacrifice for others wehdon ooo the savior asst jesus ogbeni gerrout of hia scammer radarada,1
that wasnt a vaccine but a supposed cure which failed so many tests and trials,1
i have registered to get the vaccine with its out please do same if you can,2
her excellencys vaccination this is an indication of leadership by example and it sets the right tone for smooth covid vaccination exercise in kaduna state,2
national vaccination day vaccination is the key to disease protection vaccinated stay protected,2
i was supposed to collect the second dose of the vaccine on the rd of august o but ive not collected it till this moment i hope theres no harm in that in conclusion sha howwhere can i get it done in lagos,2
astrazeneca is shots the second one is months after the first,0
get itvaccineis free from public health facility,2
president buhari and vice receives first shot of covid vaccine president muhammadu buhari and vice president osinbajo has received the astrazeneca vaccine a day after the federal government launched the vaccination exercise in the country,0
you can get rid of covid by only taking the vaccine,2
went to get the vaccine today at mushin phc been here for minutes,2
vaccine din corona kamata yayi a fara mawa wanda suka samu kudin corona,0
this is a good start on the vaccine,2
who is watching channels tv right nowthe discussion now is the sustainability of the covid vaccinationhmmmn what is the assurance that the second dose will be made available after the first jab is another question that came up,0
i received the first dose of the coronavirus vaccine king salman,2
the evidence generation team utilize various polling streams generate evidences d covid vaccination crisis communication centre the team met day to review d various tools used strengthen communication data triangulation aid behavioural insights me,0
if the vaccine started a zombie apocalypse what survival skills do you have,1
pfizer ceo has not yet had the vaccine now watch and hear his reason and answer the question it pokes at you,0
this first phase of vaccination will be targeting healthcare workers frontline workers ports of entry air land and seaports workers military covid rapid response team rrt laboratory network policemen petrol station workers and other frontline workers,0
a friend who got her shot vaccination still tested positive,1
us regulators give full approval to pfizer covid vaccine,0
i over heard them saying the vaccine is not and i asked why not buy nose masks and share to us,0
astrazeneca it is,0
vaccine is not given to sick people,0
whats the point of the vaccine,1
havent you been following the australian open story novak djokovic is an elite tennis player he refused to take the covid vaccine and was deported from australia,0
bobo yi oni pa wa o can someone pls confirm this is not covid vaccination at work bayi,1
bobby just said even my vaccine is foreigni died,0
global embarrassment who disqualifies nigeria from global vaccine bid says who could not risk the pfizer vaccines being wasted who cannot risk risk vaccine being wasted nigeria is just an unserious nation vaccine,0
pfizer says covid vaccine was effective in clinical trial on children between and,0
if we protect health workers with early vaccination they in turn can vaccinate treat and care for people at risk in all countries and ensure that essential health services are maintained,2
transparency in vaccine distribution serap tells govt with on today the rd of march on your,0
the virus is still out there stay safe stay free which jab have you got before get vaccinated for free station aweni house awolowo way oke ado ibadan,2
your vaccination easier and faster the portal is for more information please call kindly join villa updates group for details tips and answers to your questions on this and other fg thanks for reading and kindly,2
we greet you covid is still around wear a mask always have you taken your vaccination abuja nigeria,2
vaccine done land,2
how many days do i have to wait to smoke weed after taking the vaccine,0
wonderful to observe the roll out of the vaccination campaign in front line health care workers were vaccinated today at the primary health care centre is one of the major donors to through which vaccines have been distributed across,0
a real hero thank you for sharing this wonderful message vaccine is safe and needed for selfprotection go for it people,2
deploying the vaccine and getting nigerians to take the jabs by,0
myth receiving a covid vaccine can make you magnetic fact receiving a covid vaccine will not make you magnetic including at the site of vaccination which is usually your arm,2
sir as we are coming to the end of this discussion what are your advice to the kano state people on the need to get vaccinated and what recommendations can you offer to and on how to reverse the negative perception against the vaccine,0
joe biden to receive second covid vaccine dose monday,0
austria suspends astrazeneca covid vaccine batch after death,0
the title of his lecture is the blood of jesus is my vaccine researching megachurches amidst covid pandemic it promises to be exciting and enlightening please register and plan to attend and also invite your friends and colleagues too,0
that is why it is called a vaccine everyone gets to have a shot to boost immunitywhat the fck is wrong with these people,2
yours might not be expired the one they destroyed were expired vaccine from november,0
average nigerians treat malaria no less than times a year because its not a global issue thats why the world govt bodies have not gotten a solution like the attention given to covid for vaccine,0
the converse occasionally to make selfcentered decisions believing they know the basic problems of the developing nationsour main problem isnt covid or vaccine administration but foodterritorial insecurity,0
zan ga uban da zai sa na qara yin vaccine shegu kawai,1
finally got to take my covid vaccine first shot,2
the coalition is poised to monitor public and private vaccination centres to assist lagos state government achieve its target of herd immunity,0
concert in this panoremic when ive not gotten my vaccine yeah no,0
leadership by example excutive governor of nasarawa state engr abdullahi a sule receives covid vaccine today god protect you,2
many people writing all manner of silly stuffs on covid vaccine to the effect that the whites want to depopulate africans yet when they have new babies they subject their babies to vaccinationwhen they want to go to francophone countries and,2
covid brazil regulator rejects russias sputnik vaccine,0
people in the comments tho even if we assume there was no vaccine its impossible for more people to die in august of covid than in august,0
na to go get this covid booster vaccine remain,2
you said it well and same goes with me no bullshit can get into my body and i wont get that vaccine,1
as you cry out in genuine prayer also put your shoes on and go get the vaccine my people perish for lack of knowledge says the scriptures,2
took his first dose of covid vaccine today maiduguri government house borno state,0
dino has stroke of the tongue and lips kojoli is reacting negativrly to uae covid vaccine,0
una sure say buhari collect that vaccine,0
somebody somewhere dey chop money for diesel meant to power the cold room where the vaccine dey because we no fit trust nepa light the guy wey dey go buy am with the little money wey remain dey short the diesel my fear na say gen go off one night and the vaccine fit spoil,0
in other words nigeria to stick with coronavirus vaccine it can afford based on the market price ratings,0
the vaccine doesnt stop you from testing positive it only reduces the effect to the barest minimum if you test positive you have a large audience yes you need to be sensational but the primary objective is to inform and educate stop crafting headlines like morons,2
the only vaccine for nigerias problems is a holiday i took my last shot in january and now i need another one as it expires after months,2
ghana receives first batch of covid vaccine my country the pseudogiant of africa is still setting up committee to look into how to bring in the vaccine into the county issokay we are moving but i cant tell which way,0
believers should not just lament when calamities and death visit their cities they should encourage people to repent and turn away from evil locking down the cities and investing in scientific research for the production of a vaccine is good,2
am not taking your vaccine though send me money lemme take care of many green habitable lands i have here so i can ask some of your citizens to come down and live here so i help save the earth in my own way saving the earth is simple send us money we develope everywhere,1
oti re body yi mehn when did they say we will be collecting vaccine in naija again because this girl needs to go on vacation,0
i am a medical doctor i have already had covid and the symptoms were extremely mild if you want the vaccine by all means go get it what i am strongly against is this idea of enforcing it on all of us it is against medical ethics all this vaccine passport talk is wrong,2
kaje kayi wannan rigakafi tabbas akwai wannan cuta ta covid kuma sai mun dauki duk matakai na kare kai kannnan zamu samu nasarar yakar ta aje ayi wannan allura ta korona,2
vaccine in the mud dem no dey taya for this agenda,0
on the vaccine im having slight headache which is normal felt a bit lightheaded a few minutes after i took it but that cleared up,2
are you comparing covid vaccination to racism i dey confused,0
no intelligent reason to not take the vaccine,2
my darling wife and i just took the booster dose of the coronavirus vaccine this is a reminder that you need to be vaccinated against vaccines save lives,2
and the news interest you whos loss bruv pfizer isnt the only one providing vaccine tho will be fine,0
wont be surprised if this guy already took the vaccine outside nigeria,0
any covid vaccination center in ibadan cc,0
you will need connection to get vaccine o,0
this remains optional on the grounds that theres no law whatsoever making the acceptance of the vaccine mandatory secondlythe nysc doesnt have the power to induce or to compell anybody against his or her wish toany vaccine we may challenge this in court,0
no go reason say people whey hide indomie go give you covid vaccine,1
health canada approves use of the johnson and johnson covid vaccine,0
my own vaccine don land,0
