review,label
after one day although store in the refrigerator mold appeared on many of the strawberries,0
I had b4 ordered the small and was dissatisfaction too close to the rind not flavorful.Then I'm ordering again and all. Melons out of stock i waited a bit now only the 2lb was in stock so fine I need my fruits everyday I love melon. It came it seemed. HUGE. I imedietly opened itAnd it was sweet crisp fresh and tasted just like it should & very neatly cut in cubesI think it's a safer bet to get the large it seemed to me it's cut from the middle of the melon one large chunk and cubed then packed I couldn't stop eating it it was gone in 3 days didn't eat much anything else I was on a melon frenzied spree I d say go for the big size It will be a look and TASTE much better you'll be eating it non stopAnd watermelon is very good 4 u and not fattening I will order again for sureDeliciousWorth the price 4 cutting it up and neatly packing in a leak proof containerAnd easy cutting up one is a mess though 2 bad it's plasticSo yeah I urge you to get the 2lber cut up watermelon if u n family like melonYou'll be happy u didI wish I didn't eat it all so fastOh well I've other fruits till.the next time. Enjoy! And NAMASTE 2 you,1
"These little Sunkist ""Smilie"" clementines are ridiculously good. They are a little tart, very sweet, and packed with zesty orange flavor.They are easy to peel, I usually start them with a knife and the skin just pops right off.There is the occasional bland one in the bag that just doesn't taste very good, but in a big bag like this that's probably hard to avoid.I tried to find these at local stores but didn't have any luck. The local stores have a slightly larger version of these labeled as Sunkist ""Halo's"" that did not taste anywhere near as good as these, in fact they were completely bland.I don't know if these just happen to be in season right now or if they always taste this good, but I'm going to be ordering a lot of these while they last!",1
Very sweet strawberries. Very fresh.,0
"Spinach was fresh, not limp or slimy. I will buy it again.",1
"These were some really good Mandarins, too bad I forgot to do this review when I got them. These were full of flavor, really juicy as well. Only thing was that these I found to be a bit pricey and so I would buy them again but not too often.",1
"The strawberries were fine, all ripe or near to it. I think I only knock off a star as they are not competitively priced, so shopper be warned.",0
"I didn't know what to expect since this is the first time I've bought produce on-line.  I am delighted with the size, quality and freshness.  I will likely purchase more produce again in the future.",1
Ordered them before and they were great and fresh. Last order wasnt fresh and had mold on a few of them.,0
The grapes were very sour and and skin hard. won’t order from Amazon fresh again,2
"These are sweet, delicious, and super easy to peel - just as you would hope.  I would buy more often.",1
Came same day nice and fresh. I made smoothies.,0
They weren't sweet. I thought it would be fresher but they weren't  I was surprised but then you really can't tell how they will come out. I won't buy again,2
Done if the strawberries were molded.,0
"Delivery is nice. Freshness and flavor not so much. Do not think I’ll order fresh produce from Amazon anymore. The only good things I’ve gotten so far are cabbage, and a bag of mini carrots.",2
These were way too mini for my liking. Some of them were too hard to peel that I just threw them out. I'll probably never buy mandarins from Amazon ever again unless I know they'll be better next time,2
Limes had rotted spots and since they were not that costly I just threw them in the garbage disposal to clean it and have a lime smell in my kitchen.  I had to go buy some from the store.  I definitely won't buy limes on here again.,2
Grew fuzz in a day. Spoiled and had to throw out. Not happy! I won't buy my produce from Amazon again.,2
One tasted like gasoline.  I had through out the whole basket away.,0
"I bought watermelon, along with cut honeydew melon and cantaloupe. They made me so sick. I won't buy fresh cut fruits, again",2
The vegetables I've purchased thru Amazon Fresh have been some of the best I've seen in a long time!!  I would order again!,1
"My local supermarket has better strawberries. They are big , red and Lucious. WF Strawberries lacked color and taste.",0
"I don't know what has happened with Fresh, but it is super disappointing to see the produce quality go downhill.  After years of confidently ordering produce and receiving great quality, I have now had moldy strawberries for four weeks in a row, as well as bruised and rotten bananas so i won't buy again.",2
"Amazon fresh didn’t have my usual 4lb navel oranges, after still unavailable I ordered these. Not just sour, that’s fine. They are 3 lbs of garbage. Threw them away, costly mistake. NEVER AGAIN. I will buy single oranges if no more navel bags…or go elsewhere.",2
Perfect size was pleasantly surprise will buy again,1
Not only did it not have any flavor but they were mushy not edible and went straight to the trash,0
These strawberries are very sweet and delicious. Very fresh. Although I am buying this during the COVID-19 outbreak. So due to the speed at which the groceries are being sold that might be why it's fresh.,0
I absolutely love these and would definitely buy more styles in the future from them. I been wearing them almost everyday.,1
"The quart of strawberries I received were fresh, tasted good, and had a surprising amount of strawberries in it; I was worried they'd skimp out, but was pleasantly surprised by how many there were. Also, they lasted for several days, which means they must've been pretty fresh. Price was very good too, much better than the $7 they were at my local store at the time of purchase...",0
Product was good. Came fresh. Taste good. No complaints. Purchasing again.,1
Strawberries not as fresh as expected and not very sweet. Maybe it was late in season.,0
Cool and.refreshing snack,0
Will never buy these AGAIN. AVOID. They went bad VERY fast. there was mold after 2 days on these strawberries.,2
Both orders were nothing but water. Have you ever had water logged watermelon? I won't order anymore.,2
Now I don’t know when they are coming back but i assure you that i will be ready to buy a lot next time around,1
"These apples went bad within a week of purchasing. Normally, apples last forever. I’m hesitant to order these again. This was definitely abnormal.",2
"While the fish looked good and did not have an offensive odor, once I had prepared it and went to taste it, I about gaged. I will never buy it again and hopefully, at some point, I will be able to eat salmon again.",2
Fresh and tasty strawberries. Packaged well and arrived  in good shape. Would buy again.,1
"the bananas arrived green and black.  They were terribly bruised, I will never order produce from Amazon again.",2
This year alone the strawberries are candy my daughter has ordered these 3 different time and get it x2 and every time its dam near the same taste and no bitterness. Nothing but a sweet treat for the kids. Go ahead order them up about a month or so left before they are back to the basic again,0
Lots to toss - small container. Not very fresh. I likely won't order again.,2
Great price high quality.  I've ordered 3 times will still order again.,1
Love these!,0
"They look fresh when they arrived, but two of these had rotted badly within two or three days. I'm spoiled, I'm used to getting Granny Smith apples straight off the tree in Apple Hill California. Probably won't buy these ones again.",2
"Product was good. Came fresh. Taste good. Portion was two slices, good for one serving each. No complaints. Purchasing again.",1
"It's kind of hard to find sweet cantaloupe these days. This one was good could have been sweeter, but still not disappointed in price or buy. I recommend and will purchase again. Txs",1
"I received these on November 1st, it’s currently November 4th, and there are only 9 fresh strawberries. I've ordered them before and have an issue, but I thinks better to go to a local store and pick your own.",0
Ever so super quality. Superior delivery. Remarkably magnificent packaging. Would buy from here again,1
Sweet,0
"How can anyone pick something like this and get away with it? Seriously, I would never buy anything here again even if I was desperate.",2
GoodFreshReady to eatMmmmm good,0
I continue to buy these strawberries from Amazon fresh bc they are conveniently delivered to my front door. They are hit or miss. I think it mostly depends on the day and time I order from what I’ve noticed. If you order early early morning you get fresher items. I like the 5-8am delivery. I haven’t figured exactly which day is best but usually right before the weekend or right after as they have to restock new items during these times. I use this same theory with grocery shopping and it has worked for me. Try them. The flavor is good. The sizes vary. They are never uniform so I can’t ever make chocolate covered strawberries without having to order 2 boxes. They’re ripe upon delivery. Price is just ok for my area at 2.99/box considering there will be a couple duds. I will buy again for convenience!,1
nothing here,0
Amazon Fresh is the only place I will buy these grapes. They are good and fresh a Lil pricey but worth it. I would recommend it.,1
"The melon was super bland. When it arrived it was under ripe so I let it sit on the counter for a couple days to ripen. However, it never got ripe and instead began to rot. I will not be purchasing ever again.",2
They are truly hypoallergenic since I didn’t get a rash but a few of them are so difficult to get on and off. I like them overall but wouldn’t buy again.,2
The fish came rotten and I didn't notice until I cooked it and my house was filled with rotten fish smell for over two weeks I'm not buying again ,2
"Tasted dry and flavorless right from the get go, but were covered in green mold within 2 days of purchase.  My first time ordering from Amazon Fresh and this made sure I would not be ordering ever again.",2
Sent to out of town family. It was a perfect treat and arrived promptly,0
"Smallest head of lettuce I've ever seen, plus A litte brown in the middle too! Not worth the effort to eat.  I put some on 2 sandwiches and tossed the rest.  Never will buy it again from Amazon. Its too expensive to begin with!Amazon doesn't have the greatest produce. I usually get it elsewhere.  My bad for trying it again.",2
favourite fruit,0
"I received  spoiled, watery and with fungus.  What is this???  It is preferable not to send them like this. I will not buy them again.",2
"Ordered these several times. Sometimes we are sent mandarins, other times clementines, or simply a bag labeled ""citrus"". Most times they are rotten and inedible. I'm not odrering again.",2
These oranges were molded. Will not buy again.,2
"Would not buy again, not fresh, mole already growing on them, had to throw out.",2
I'm usually afraid for someone else to purchase my produce for me. I like to pick them out so I can pick the best ones! The grapefruit was so fresh and juicy and delicious! I will definitely order from them again!,1
Eat fast before they get soft,0
I ordered a cantaloupe and it was rotten.Then I ordered another one and it was rotten with mold on it. So I won't order fruit again.  The reason I order is because I'm disabled and really can't walk around a store. No I didn't request a refund.,2
"I was a little skeptical about buying produce online , but after reciving my order I will probably buy it again.  My strawberries were in good condition! Red and fresh I might have found one that was slightly soft but that's it! I was very pleased with my order ! I also bought blueberries,broccoli, salad, and apples they too were great!",1
"I bought these because recently they haven't been in my local supermarket. The first one I tried was a little dry; then when I started with the others .. same thing. They were all really dry, no juice. Felt like I was trying to chew on orange cardboard. Even the kids would not eat them. And I have goats for kids. They will basically eat anything .. except these. Will not be buying these again.",2
"Llegaron muy bien super recomendable, volvería a comprar",0
"The last few times that I've ordered strawberries, I had to throw most of them out because of dark spots and mold. I kept giving them another chance because they were good and fresh for a while on the beginning. I won't buy anymore.",2
"Really impressed with Amazon Fresh produce.  They deliver the 'prime' goods. Puns aside, I was worried about the inability to select my own fruits and vegetables but surprised that they either get much better quality than the grocery store or really good at choosing the best... Either way, I couldn't do it any better.",0
"I found this salmon to cook up very dry.  I'm accustomed to my fresh salmon being very tender and moist, but this fish doesn't have that when cooked the same way.  It also tasted a bit bland.  I don't think I will buy this again and instead make the trek to my local Whole Foods for the fish I prefer.",2
"The oranges arrived unripe (green spots), took a while to get ripe. Ate one early but it was bitter tasting when I was expecting sweet orange taste.  I don't think I will buy oranges this way again.",2
"Bought these twice from Amazon Fresh, both times arrived spoiled :( Kind of difficult to make dinner without one important ingredient. Won't buy from them anymore. Last order was specific - do not send me spoiled produce. Well, got spoiled produce :(",2
This is 10 times better than the kroger/walmart berry! I have to leave a comment for such amazing finding.,0
A few of the strawberries were bad and had to be thrown away,0
"As I feared it was under ripe, hard, and tasteless. I should have known better. But probably a hit/miss proposition. Worth a shot but won't buy again.",2
Finally I got a perfect lb of strawberries. I have been buying them from Albertsons for months and wasting money because they were not fresh. These were honestly the freshest strawberries I have had in a very very long time. Ordering again and I will hope for the same always.,1
Freshness..flavor awesome . I will buy two next time.Taste wow.,1
"Fresh, delicious, and great value. I will keep ordering.",1
"7/19/20 was the very first day/time that I ordered groceries from Amazon for delivery and while everything else that I ordered fresh was awesome, the berries started to get ""squishy"" feeling the next day and then today, 7/22 I went to make my smoothie and found that 2 berries were covered in white, fuzzy mold and another 2 had weird, rotten looking spots.The delivery was great, the ease of ordering was awesome and everything else is just fine, but for some reason, it seems the strawberries are ""hit or miss"". Overall tho, I'll continue using the service but i will likely not buy this product again",2
"hard, not fresh mangos.. won't be buying again",2
"also, those leaves that were in good shape, were a bit bland on flavor. i will not buy again, a local grocery has similar price (a tiny bit lower in fact) and much better quality and flavor. it is more convenient to get from amazon fresh, but not worth the drop in quality.",2
"Not as fresh as expected, wouldn’t purchase again",2
So fresh I will definitely buy again,1
These are extremely fresh,0
I was a little nervous purchasing strawberries through Fresh... but every single one of these strawberries was perfect. No bruises or mold - better than I've done for myself at local groceries. Perfectly ripe and ready to eat (and a great discounted price),0
Always comes rotting,0
"I’d hate to judge but these Strawberries looked good on the outside. True colors exposed that it’s personality was rotting on the inside  yikes, second changes are not bad to give but I’ll pass ‍♀️",0
Very disappointed ended up tossing it out in the garbage. Had a few pieces that were fine. The rest afraid of getting sick. Will not order again.,2
Moldy. So disappointed. My daughter ate several before seeing the mold. Won’t be buying produce from Amazon again.,2
Really good strawberries.  They were gone in minutes after the order arrived.,0
Use this for my kids fruit bowl the freshness was good will buy again,1
Same issue we had w mangoes and strawberries.  I’d rather go to supermarket with Covid or without it. I wonder why they put fruits that are not edible in my order.  Unless they were seated there for too long.  Don’t know. I will not buy it again. Sorry. Did get refund for bad fruits. Rather don’t go through aggravation again,2
These lasted longer than the spinach from Costco. It is the perfect size for 1 person. Will be ordering from Amazon Fresh again.,1
Started growing mold the 2nd day after I got it delivered.. had to throw it away.,0
Never again,2
My first time using Amazon Fresh. These strawberries were flavorful and crunchy. Love them as all the fruit that I ordered.,0
"good price, good quality, good date, tasted good. would buy again",1
Amazon Fresh Berries are consistently luscious.,0
"Was nasty not sweet hard n very soft in some places , never will I order fruit like that again from Amazon Fresh,  for those types of fruit u need in person up close an personal",2
The strawberries were not that sweet and half of them came moldy. I requested a refund.,0
"I just got these from Amazon fresh. Absolutely beautiful strawberries! Fantastic! Fresh and tasty! Not one strawberry was mushy, none were old, no dirt on the strawberries like you get at the grocery stores. Definitely Will buy again! Highly recommend! Happy customer!",1
"The strawberries were fresh, plentiful, and great tasting. I have to say that I started using A Fresh because of the virus but everything we have ordered, whether meat, fruit, or bread has tasted fresher & better than any of the grocery stores we always used before.  Makes us rethink our grocery shopping habits after the virus is over",0
These have been coming to me bruised so I won't be ordering them again.,2
I'll be also writing to the seller!! I was afraid to buy but I'll be buying them all!!,1
Very bad ...thrown away. Will never order fruits and vegetables online again,2
Convenient. Would buy again.,1
Delicious!!! My family loved it. It was my second time buying and will be buying again. Very good portion sizes.,1
"The pomegranates are huge and have a sweet delicious taste.They are expensive but they are big, will buy again",1
Great quality for the price. Would buy again!,1
Me quede verdaderamente sorprendida con la calidad de las fresas y el servicio de Amazon Fresh . En mi opinión personal para ser la primera vez que compro fruta por línea quedó totalmente  satisfecha con lo compra.,0
"the look and taste of the watermelon was delicious ate them right when the order got to me, sadly I was ill overnight very very ill i will not buy pre cut fruit ever again from anywhere i did receive a refund thanks amazon i still love u but not your pre cut fruit!!!!!",2
Good,0
Thank you,0
They tasted just like the real thing. The strawberry flavor was spot on.I am not sure why they are called strawberries. These berries do not taste like straw.,0
I love it so much,0
"Driscoll's Strawberries are among the best, freshest and most tasty in the world — but NOT when you buy them from Amazon Fresh.I've ordered strawberries from Amazon Fresh, twice now. And twice they've arrived bumped, bruised, squashed (due to poor packing) and bad or on the verge of going bad.WHO puts strawberries in a flimsy, crushable clamshell container at the BOTTOM of a brown paper grocery bag and then places heavy items on top of them? AMAZON *FRESH*, that's who!""Freshness Guarantee,"" my eye! A more appropriate name would be AMAZON SQUASHED.",0
Was very impressed with the freshness. They looked like strawberries out of an advertisement!,0
This is like the 5th time I have received spoiled or bruised fruit from Amazon Fresh. Completely unacceptable. Never again!.,2
Very good piece of salmon . I will continue to reorder,1
"After reading some reviews, I was hesitant to buy basically any produce from Amazon, but I decided to buy these strawberries anyway. I received delicious, perfectly ripe strawberries from California Giant. So another review I read is correct (which seems obvious now typing it out): if you live near a major fruit and vegetable producing region, say California’s Central Valley, you’ll get great strawberries.",0
"I ordered 4 about 10 days ago, reported them as bad.Ordered again yesterday (thinking it’s probably another batch by now)…nope. Still gross. Never again!",2
Lovely dainty earrings for a great price. Will be buying more,1
I received very discolored dried out mushrooms.  It taught me to never buy pre sliced mushrooms again.,2
"compared to other trawberries I ordered online, these were surprisingly fresh and tasty",0
So expensive Was not impressed with the quality,0
I love how the package is so cute and all of the rings..... I will buy it again,1
I won’t be ordering fruit anymore they were horrible,2
"I usually like to give delivery services two chances. The first time I ordered my strawberries were moldy so they refunded. I ordered again and they were fine, I ordered again and they were once again moldy. I will not buy strawberries again  from here. Especially since they were in an individual bag so you know people saw.",2
"Oh my goodness,  everything about my purchase from portion size,  packaging, freshness to taste.  So goodness.  I will definitely purchase again",1
Están en muy buenas condiciones frescas y bonitas excelente,0
"Honestly, the worst papaya I’ve had . I let it sit for a few days so it could be perfectly ripe and when I open it , it was a dull color and worst when I tasted it. WilI NEVER PURCHASE THIS ITEM FROM AMAZON.",2
"I have to say, I was impressed with the quality and taste of these juicy berries. The strawberries were plump, firm, and perfectly ripe - making them the perfect treat for snacking, baking or adding to smoothies. The pack of 1 lb strawberries were great value and lasted for a few days. I loved how fresh they tasted and how different they were from the strawberries I usually buy at the grocery store. Plus, they were sourced locally. Aside from their delicious taste, strawberries are also packed with vitamins and minerals, making them a healthy addition to any diet. They are a great snack option for kids and adults alike and can be added to a variety of dishes to enhance the flavor. Overall, I highly recommend Produce Strawberries to anyone looking for a sweet and delicious treat that is not only healthy but also versatile. Whether you eat them on their own, add them to a salad, or make strawberry shortcake, these berries are a must-have for any fruit lover!",0
"These were hands down the freshest mushrooms I have ever purchased. And they were pre-sliced, too! My partner isn't a big fan of mushrooms, but he said these ones looked so much better than the ones I usually buy that he actually wanted to try some- and he liked them! I sautéed these and served them with fettucine alfredo and they were delicious! Looking forward to purchasing again.",1
Very good !,0
"like everyone else, these are moldy! Never again",2
Strawberries already had mold growing on them. They were leaking juices out of the container and mooshy.,0
"My ears are extremely sensitive, I am not able to wear ""cheap"" earrings because they will irritate my ears. I was pleasantly surprised that these earrings feel very comfortable. They look great, feel great, very light weight. I will order another set from this merchant.",1
The food arrived as  scheduled. Everything was fresh. If the prices were more reasonable I would order more food products. I have ordered a few times. This shipment came in handy in a pinch. I was able to have the food delivered to someone else (another address).,1
"These strawberries were not only sour but the majority of them had dark brown spots on them. My Amazon shopper failed to check the strawberries thoroughly, again!",0
I order this a couple of times and was good but last two times a was soggy and tasted rotten. Won’t  be ordering again plus bags get mishandled and watermelon juice is always all over other products .,2
Delicious! Sweet! Beautiful!,0
"I have tried several times and each time I have purchased these, they have had mold or I received them on the last day they were edible.  That is it.. I will buy no more!",2
Never had strawberries so flavored,0
Some days a fresh good bunch & some days not,0
This is very hit or miss when it comes to flavor. Mostly bland flavor in my handful of purchases. I won't be getting these again.,2
Satisfied! I will buy this whenever I order groceries.,1
"Not that great for the price. 2 out of 4 were almost rotten and no flavor. The others were just edible. Very small for the price too, not the huge ones I get from the store. Will not buy again",2
"Kids loved them. But when they went off with their dad, I forgot for a few days. The raspberries were still good, but the strawberries were getting moldy. Not surprised as they always turn quickly no matter where you get them.",0
"Ordered two, one was perfectly fine… the first one I opened so my hopes and expectations were high, and quickly shot down when I opened the second… so disappointed because my son loves strawberries that’s why I have to buy them two at a time",0
Great strawberries!  Juicy & flavorful.,0
Package was already half empty when I got it and had to throw out half of that half cause of mold.Had 5 good ones though,0
"The strawberries came in super fresh and delicious, love that they arrived fresh and clean.",0
Mine were fine. No mold. That's about all I want out of a strawberry.,0
sweet fresh good taste,0
I won't be buying these again,2
The picture of the bananas makes them look so good.  Why do I keep buying these?  Never again.  They keep arriving looking and feeling like they've been kicked around in a soccer game!  They're always bruised and abused.  I must remember not to order these again no matter how good the picture looks!,2
Totally not what I thought they would look like. They look like costume jewelry and I will never purchase these for anyone again.,2
The Sunkist mandarin oranges looked good and I would purchase again,1
Bought two limes. Got two limes. Would buy again.,1
So disappointed. You can't even call these Mandarin oranges they are much too small. There was spoiled ones in the bag. I will not be ordering these again.,2
Fresh! Will purchase again,1
"I had no idea reading banana reviews was in my future, but I agree with the negative reviews for this brand. As the other reviews state, these bananas are extremely unripe when they arrive, yet my bunch was still discolored with brown spots, which my lay knowledge tells me was probably because of some process that ripened them prematurely. I have enjoyed unripe bananas before (no, not just Chiquita brand) and they normally are still pretty smooth to eat, with the benefit of prebiotic fiber. These were horrendous, however. One bite of that (after being in my home for almost a week to ripen) completely dried out my mouth and gave me a stomachache. I don’t need a Ph.D in banana science to figure out bad bananas. Not going to purchase ever again.",2
"I've been doing Amazon fresh for couple of months  now, and during my first orders I was impressed with its freshness,  flavor (SWEET) and size (LARGE that I made chocolate dipped strawberries). But the last 2 orders I made , I was very disappointed  because they were small, unripe,  SOUR ( even when I waited for them to ripe and turn red in my ref, half of them did not even ripe at all they just kind of dried up)  I just have to cut my loss and throw them away. Not buying again",2
"My first time ordering from Amazon fresh, I was afraid of ""fresh fruits"". But was not disappointed.. Extremely fresh and very tastry.",0
"The best strawberries for the last several months. Very fresh, excellent flavor and ripe.",0
"They are very expensive for the small portions you get, expect to use 1 package per person you're feeding unless these are an appetizer. They did smell fresh & looked good when I took them out of the package but once cooked the taste was terrible & unpleasant. A pungent, heavy fish taste that only comes from the lowest quality salmon. I actually threw most of mine away. I would definitely not order this again.",2
Great quality and timely delivery as advertised,0
I have ordered these on several orders and I keep getting rotten moldy slimy cucumbers. Yuck never ever again. Same thing with the English Cucumbers smh,2
Many have mold.,0
"These are very pretty strawberries.  If you want to photograph strawberries, then these are for you.  If, however, you want to eat strawberries, these are going to be a big disappointment.  First, they are hard to the point of actually being crunch.  But worse, they don't taste like anything.  Nothing.  No flavor at all.Not something I'll be buying them again.",1
"When I get strawberries they usually have a few hidden bad ones or go mushy in a few days but not these ones, they were firm and lasted till I finished them!",0
Good price for the size but was overripe. Very mushy and I ended up tossing it. I will order an avocado again but order the underripe ones.,1
"The last 2 times I bought this, the mandarins were spoiled and I threw away the whole thing. I rather keep going to Publix and getting the Halos, they are way better. I have to remind myself never to buy this brand of mandarins again",2
Mushy mold old and I’m pissed!!!,0
"Ordered multiple times in hopes of improvement. Worst brand I’ve come across. Not ordering again. Soft, battered or bruised or all three",2
I would never expect to find better produce through Amazon! Everything looks as if it was just picked! The flavors are amazing and my produce is lasting way longer than store bought!! I am still surprised!! I will definitely be buying all of my produce from Amazon from now on!,1
"Bell peppers always arrive fresh and crunchy with my Amazon order. They have some taste and are great for both salads and cooking; the peppers are quite watery. Sometimes they have some spots or bruises, but nothing too serious; they are good quality, just not the best. I will keep ordering them.",1
"I don't know if it's this time of year (November) or if Fresh and Whole Foods select outdated grapes, but find more than half of spoiled grapes and soft grapes in the packages.Will not purchase anymore grapes from Fresh and Wholefood.",2
"if your buying 70 rings for this cheap im sure you can assume there not gonna be the best quilaty. but, they are pretty good to wear for a certain period of time. they slightly turn ur finger green like all cheap gold jewlery but not as bad as most. pro tip: when the gold starts to tarnish and looks bad and blotchy i just throw them in the washing machine with my clothes and they’ll come out at the bottom scratch free and silver, so u can have silver jewlery now. but i love buying huge packs like this so that if they go bad i still have a lot more, i would buy again. came in cute packaging and hair ties!",1
"I was disappointed with these, hard, tasteless and awful. Sorry Amazon will not buy again.",2
"there were excellent, and at a good price. i'll be getting more! :)",1
"Be careful with this product my 1st time ordering they where amazing and fresh , so I ordered 13 more packs and of course they were not fresh and they gave me all the mini berries . It was like they gave me all the old ones  with Valentine’s Day approaching I’m sad because after spending 65+ dollars I still have to go find strawberries I guess this happens when you order bulk cause my first 4 packages was amazon , it’s a hit or mis guys !",0
"Ordered these several times. One out of 20 I guess times, they have been moldly or spoiled. I will continue to purchase but will wait 2 or 3 weeks before ordering again. Must of been a bad batch. It happens sometimes but hopefully the person collecting food items will catch it before delivering. Taste very good when receiving a good batch. Ate 6 in one day",1
The strawberries are sweet. Great flavor. I have bought 3lb but it spoil about half lbs,0
Received these on Sunday and two days later they looked like this. I will not be buying fruit from Amazon Fresh anymore.,2
I ordered - received about 3pm and the following morning they were already going bad - mold growing on two - I had in special refrigerator draw for fruits and vegetables- they were old strawberries passed off on online customers.  Be careful when ordering produce from Whole Foods - this isn’t only issues I had,0
The strawberries were the sweetest I have had in a long long timel,0
These strawberries have been the best I’ve had and bringing completely honest I don’t like strawberries but these I can eat all day long so sweet and juicy and fresh they come in a carton box not the regular plastic ones,0
"The fruit was definitely not ripe. Cut in HUGE pieces, but completely flavorless. Again, a waste of my money. I won't be purchasing fresh produce like this again.",2
Full of flavor and freash. Will purchase more,1
I loved that they were so fresh - not a speck of mold. Very pleased with them. Will order again!,1
"seedless, sweet and easy to peel. my kid and i love em. will 100% purchase again in future",1
Overall they were great with  a  good taste.,0
These were picked fresh and shipped amazing they picked these better than I do in the store they were so juicy and sweet  I love amazon Prime Fresh so convenient and I don’t have to worry about going into the store during this PANDEMIC and can continue on with my household things as well as order food while working from home doesn’t get any awesome than that.,0
"These earrings are truly hypoallergenic. I have a nickel allergy and even some earrings that said hypoallergenic actually were not. When I put on those other earrings, I still got a reaction, but when I wear these ones, I don’t feel anything at all, which is how it should be. I really like these earrings. They’re very good quality, are nice in appearance and they came in a nice plastic pouch … I felt like the makers of them and the supplier really cared to give a good product. I will probably will buy more different ones in the near future.",1
Obviously not as fresh as if you picked them out yourself. But worth it to not have to make the trip to the store! Ha ha,0
Never again will I purchase this salmon.. Cooked 2 days after receiving item.. Magots were tryin to crawl out & got cooked with it..just nasty..,2
Fresh and delicious  Will repurchase!,1
This watermelon was so fresh and juicy! I will continue to purchase on a regular basis. Absolutely delicious,1
I was disappointed. When I open the ripe pomegranate it was colorless and tasteless. Will never purchase this item from Amazon again .,2
They arrived with more than half of them already beginning to mold!  I opened them within an hour of them being delivered and was extremely disappointed. I will not order again,2
Molded in 2 days,0
I know that if I order a 365 product it will be fresh and in good condition. That is why I'm willing to buy new products from the 365 brand.,1
Amazon these were the best strawberries I have ever eaten in my life! Thank you I will be ordering more,1
not ripe enough,0
Soonfresh! I will buy these with every order,1
I was pleasantly surprised to actually receive fresh strawberries!,0
Im always skeptical ordering produce online but gave these a try.  They were all perfectly ripe when they were delivered and they taste good too.  They aren't very sweet but they are still good and very easy to peel. I will order these again!,1
I will buy more buy Strawberries from you! Every time i get them they are absolutely delicious! Store ones are always so yucky!,1
"We eat a lot of grapes every week, so I order 3 or 4 boxes and they are usually a bit different from0 week to week. This week the grapes are hard, and sour. I really wish I hadn’t ordered four boxes because no one will eat them and I may ask for some of my money back. I wil be ordering one box at a time from now on.",1
"I was so disappointed with this purchase. Beware, the cooking directions tell you to cook or grill as is, on the plank. I always wash fish before I cook it, and a good thing. This salmon had so many scales on it. It was not cleaned. And it is a portion for two not three. It cooked up dry. I will not buy again!",2
I can’t believe I bought salmon online and it is the best ever. It is fresh and tasty and easy to cook. I have been ordering it like crazy and I will keep ordering. I was a bit concerned when I read the bad reviews but I’m so glad I gave it a try .,1
"Strawberries was nice in size. However, my daughter bit into an strawberry that had an caterpillar inside. She vomit all day and haven't eaten in 2 days. Totally gross! Its official we'll never buy them again!!",2
I'm not going to be ordering produce anymore because these strawberries were soft upon arrival and molded waay too quickly.,2
turned brown quick,0
The spinach was fresh this time.I will try it again.,1
Fresh and juicy,0
"I can't recall ever reviewing a fruit and I'm 62 yrs old. What does one say about a fruit?  Ummm, it was good and I'd buy this fruit again. The end.",1
"Strawberries, 1 lbI received a carton of fresh big juicy strawberries. All of them were intact. I inspected them for defects. I really didn't see anything except a couple soft spots but that's too be expected. Overall, great strawberries. Delicious...5 stars!",0
Bright red large juicy strawberries that stay fresh for up to a week! Highly recommend!! Ordering again soon,1
"My 20+year-old daughters love these rings & so did their friends! Makes for great gifts, especially since nobody can afford gold for the past 10+ years. Elegant costume jewelry is currently in. The package I bought makes for great wear in the summer due to the stones set in silver. Girls show off their manicure with rings on (esp in the sun or bright light)! I will buy more. Thank you very much! Tricia",1
"These looked okay, kind of on the smallish side like maybe 1""x.5"" ovals. They looked okay but some were really with brown spots and crushed. Served them and they were sour. I've NEVER had sour grapes like these before. That stinks. You pay essentially $10.00 for sour grapes that are really soft and not nice at all. Not going to order these again.",2
Don’t like paying for something that doesn’t work(ripen to be edible) can’t get a refund. Will not buy again. Terrible,2
"These had to be some of the freshes, sweetest strawberries I've ever bought",0
Very satisfied with the freshness of the cucumbers! Definitely better than the average you would find in grocery store yourself. Will purchase again,1
Great tasting strawberries...can't go wrong with these!,0
Among the worst of the produce we received. These were half bad when we got them and the ones that were still good were picked too early and not particularly flavorful. Wont be ordering these again. Makes me wary of Amazon Fresh grocery 'specials'.,2
"Small, not very sweet, but ok. They weren’t sour, just not delectable. I probably won't order them again.",2
I have ordered these strawberries more than once and each time they are on their last leg literally. They are disgusting. Please step up the quality control on these nasty strawberries. I won't be ordering them again.,2
Felt hard and was very small. Won't be purchasing this again.,2
Fresh and lots of flavor. Just the right number of cucumbers in the bag.  I would buy again.,1
"Excelente inversión, ricas, frescas y buen precio.",0
The strawberries have barely any flavor and get moldy within a few days.,0
"Good strawberries. Large size. Fresh, sweet and juicy.",0
"This product was disappointing. The cubes on top were pretty fresh and sweet enough for being out of season.  There was NO discoloration. But the watermelon cubes on the bottom tasted rotten. Again, no discolorations, just a foul taste. It was disappointing.  I purchased during mid-Fall in southern California, so perhaps they just didn't make it to the stores.  I MIGHT try buying in Spring or Summer next time.",1
Super crisp and delicious. Better quality than my local grocery stores. I will buy again,1
These strawberries tend to get moldy very fast so try to eat them right away.,0
